Customer_ID,Attrition_Flag,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1
787999533,Existing Customer,M,2,High School,Single,$120K +,Blue,44,4,2,2,6617.0,2517,4100.0,0.4589999999999999,68,0.659
718358808,Existing Customer,F,2,High School,Divorced,Less than $40K,Blue,50,5,3,5,3276.0,0,3276.0,0.972,61,0.6940000000000001
718474683,Existing Customer,M,0,High School,Married,$120K +,Blue,24,3,3,2,10097.0,2139,7958.0,1.408,67,0.763
716908158,Existing Customer,F,3,College,Married,Less than $40K,Blue,36,6,2,1,8260.0,2517,5743.0,1.0490000000000002,64,0.73
713984208,Existing Customer,M,4,Graduate,Married,$40K - $60K,Blue,33,5,2,1,5776.0,874,4902.0,0.894,72,0.636
713013483,Existing Customer,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3,3,1438.3,915,523.3,0.4639999999999999,58,0.611
754599558,Existing Customer,F,3,College,Single,Less than $40K,Blue,33,5,3,1,7207.0,2002,5205.0,0.828,70,0.7070000000000001
788739633,Attrited Customer,M,1,Unknown,Married,$120K +,Blue,16,3,1,4,2106.0,238,1868.0,0.61,40,0.905
712411908,Existing Customer,M,3,High School,Married,$60K - $80K,Blue,34,4,2,5,21158.0,0,21158.0,0.633,67,0.8109999999999999
717538683,Existing Customer,M,3,Graduate,Married,$120K +,Blue,36,3,2,2,22906.0,1132,21774.0,0.942,64,0.73
709447908,Existing Customer,M,2,Graduate,Married,$60K - $80K,Blue,33,4,3,4,2648.0,2309,339.0,1.006,63,0.853
816834933,Existing Customer,F,4,Graduate,Single,Unknown,Silver,29,6,2,2,30702.0,673,30029.0,0.721,64,0.524
718963158,Existing Customer,M,1,Unknown,Single,$120K +,Blue,40,5,3,1,34516.0,0,34516.0,0.759,64,0.561
714358008,Existing Customer,F,1,College,Divorced,Unknown,Blue,36,3,1,3,17054.0,0,17054.0,0.6729999999999999,72,0.6
720758808,Attrited Customer,M,3,College,Single,$60K - $80K,Blue,18,5,1,5,16317.0,0,16317.0,0.5660000000000001,54,0.929
708255633,Existing Customer,M,1,Graduate,Single,$80K - $120K,Blue,27,3,2,4,3761.0,1710,2051.0,0.627,65,0.585
716101308,Existing Customer,M,3,Unknown,Married,$40K - $60K,Blue,35,6,3,4,2173.0,0,2173.0,0.857,60,0.7140000000000001
715986258,Existing Customer,F,1,Uneducated,Single,$40K - $60K,Silver,41,3,3,2,15845.0,1675,14170.0,0.514,68,0.447
715858008,Attrited Customer,F,1,Uneducated,Married,$40K - $60K,Blue,39,2,3,3,8061.0,2517,5544.0,0.352,31,0.409
806226933,Existing Customer,M,2,High School,Unknown,$120K +,Blue,32,6,1,1,34516.0,0,34516.0,0.928,59,1.107
708361833,Existing Customer,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2,3,19430.0,0,19430.0,1.012,80,0.633
778422933,Existing Customer,F,1,Unknown,Single,Unknown,Blue,22,4,2,2,19127.0,985,18142.0,0.966,56,0.931
708957183,Existing Customer,M,0,Unknown,Divorced,$40K - $60K,Blue,36,3,1,0,2708.0,2517,191.0,0.568,41,0.8640000000000001
718000383,Existing Customer,F,1,Graduate,Single,Unknown,Blue,51,3,3,4,23566.0,1147,22419.0,0.629,64,0.6409999999999999
714466458,Existing Customer,F,2,High School,Married,Unknown,Blue,35,4,3,2,2532.0,2124,408.0,0.715,76,0.727
719608308,Existing Customer,M,2,High School,Single,$60K - $80K,Blue,29,3,2,3,9829.0,2517,7312.0,0.59,73,1.212
792995808,Existing Customer,F,3,Post-Graduate,Single,$40K - $60K,Blue,51,5,4,5,7226.0,1689,5537.0,0.83,67,0.763
716211258,Existing Customer,F,1,College,Unknown,Less than $40K,Blue,49,6,5,4,4072.0,0,4072.0,0.4639999999999999,43,1.15
779289033,Existing Customer,F,3,Uneducated,Single,Unknown,Blue,28,4,1,5,21646.0,1778,19868.0,1.071,61,0.794
719356008,Existing Customer,F,3,Graduate,Single,Less than $40K,Blue,36,4,3,4,1438.3,0,1438.3,1.022,69,0.917
718503108,Existing Customer,M,3,Unknown,Married,$120K +,Blue,26,3,3,1,14046.0,1994,12052.0,0.437,77,0.604
779661033,Existing Customer,M,4,Unknown,Married,$60K - $80K,Silver,32,5,2,3,25620.0,1107,24513.0,0.971,66,0.65
813053733,Attrited Customer,M,4,Unknown,Single,$120K +,Blue,48,3,3,4,34516.0,278,34238.0,0.8170000000000001,49,0.4
718354683,Existing Customer,F,0,Graduate,Single,$40K - $60K,Silver,45,6,3,3,21358.0,1225,20133.0,0.6809999999999999,77,0.75
720529308,Attrited Customer,M,0,High School,Single,$60K - $80K,Blue,48,5,3,1,1856.0,0,1856.0,0.5,46,0.769
787578183,Existing Customer,M,3,High School,Single,$80K - $120K,Blue,28,5,3,2,1438.3,0,1438.3,1.041,68,0.838
737952333,Existing Customer,M,1,Graduate,Single,Less than $40K,Blue,56,3,1,5,2586.0,0,2586.0,0.631,65,0.585
779498058,Existing Customer,M,2,Graduate,Married,$80K - $120K,Blue,21,5,3,3,3281.0,1272,2009.0,0.799,34,0.545
799707858,Existing Customer,F,1,High School,Married,Less than $40K,Blue,42,6,1,2,7115.0,2000,5115.0,0.769,57,0.966
719543208,Existing Customer,F,3,Uneducated,Single,Unknown,Blue,36,5,3,3,13220.0,848,12372.0,0.825,72,0.565
797743233,Existing Customer,M,3,Uneducated,Unknown,$60K - $80K,Blue,39,3,2,3,5996.0,865,5131.0,0.511,77,0.481
710658483,Attrited Customer,M,4,Graduate,Unknown,$40K - $60K,Blue,34,2,3,6,9080.0,2174,6906.0,0.653,46,0.586
715399908,Existing Customer,F,2,High School,Single,Unknown,Blue,45,5,3,5,7563.0,1465,6098.0,0.511,67,0.718
710288883,Existing Customer,F,1,Graduate,Married,Less than $40K,Blue,32,4,1,5,8749.0,1654,7095.0,0.695,73,0.5529999999999999
719912808,Existing Customer,M,2,High School,Single,$60K - $80K,Blue,39,3,3,4,14973.0,0,14973.0,0.706,72,0.6
720247158,Existing Customer,M,0,Graduate,Single,Unknown,Blue,36,6,3,2,7108.0,600,6508.0,0.813,68,0.619
718672233,Existing Customer,F,1,Graduate,Single,Unknown,Blue,38,3,2,2,23007.0,1239,21768.0,0.713,63,0.465
789593058,Existing Customer,M,5,College,Married,$60K - $80K,Blue,39,3,2,3,24248.0,1020,23228.0,1.19,84,0.75
710278458,Attrited Customer,M,2,High School,Single,$80K - $120K,Blue,43,4,3,3,11617.0,2517,9100.0,0.457,43,0.483
714467733,Existing Customer,M,2,Graduate,Married,$60K - $80K,Silver,36,3,2,3,30428.0,1721,28707.0,0.7170000000000001,69,0.605
803026008,Existing Customer,M,3,Unknown,Married,$80K - $120K,Blue,42,3,6,2,6805.0,1448,5357.0,0.836,65,0.711
772000533,Existing Customer,M,1,Graduate,Married,$60K - $80K,Blue,48,4,3,2,14257.0,1113,13144.0,0.406,23,0.278
811035483,Attrited Customer,M,3,Uneducated,Divorced,$120K +,Silver,42,2,4,5,34516.0,0,34516.0,0.521,35,0.591
715480983,Existing Customer,F,2,College,Single,Less than $40K,Blue,36,5,2,3,5719.0,892,4827.0,0.589,68,0.417
819997983,Existing Customer,M,5,Unknown,Married,$80K - $120K,Blue,48,6,1,0,9517.0,1869,7648.0,0.821,26,0.857
807593058,Attrited Customer,F,3,Unknown,Single,$40K - $60K,Blue,36,3,2,4,5317.0,0,5317.0,0.6990000000000001,29,0.318
720437358,Existing Customer,M,3,Graduate,Single,$40K - $60K,Blue,32,5,1,2,2526.0,2303,223.0,0.836,69,0.568
719465733,Existing Customer,F,2,High School,Single,Less than $40K,Blue,44,6,3,3,2971.0,0,2971.0,1.154,63,0.615
711978858,Existing Customer,M,2,Graduate,Single,Less than $40K,Blue,49,6,3,2,6834.0,900,5934.0,0.605,70,0.628
814364808,Existing Customer,F,2,Uneducated,Married,Unknown,Blue,31,5,3,1,3002.0,1002,2000.0,1.033,46,1.0
788820933,Existing Customer,M,2,Graduate,Single,$60K - $80K,Blue,42,3,2,2,16727.0,1380,15347.0,0.605,73,0.622
713316558,Existing Customer,M,4,High School,Married,$60K - $80K,Blue,29,3,2,2,4573.0,0,4573.0,0.703,70,0.944
779856483,Existing Customer,M,2,Post-Graduate,Single,$80K - $120K,Blue,22,4,1,2,15410.0,0,15410.0,0.638,69,0.5329999999999999
717085983,Existing Customer,F,2,High School,Single,$40K - $60K,Blue,25,6,2,3,3299.0,2517,782.0,0.981,84,0.787
788030208,Attrited Customer,F,2,Uneducated,Single,Less than $40K,Silver,33,1,2,3,13453.0,2517,10936.0,0.619,42,0.4479999999999999
709914858,Existing Customer,F,2,Graduate,Married,Less than $40K,Blue,36,4,1,2,6362.0,1705,4657.0,0.644,84,0.474
716111808,Existing Customer,F,2,Unknown,Married,Less than $40K,Blue,49,5,3,1,2679.0,2011,668.0,0.466,28,0.75
708618933,Existing Customer,M,2,Uneducated,Single,$120K +,Blue,13,6,3,2,4369.0,2049,2320.0,0.865,80,0.6
720446508,Existing Customer,F,2,Uneducated,Single,Less than $40K,Blue,36,5,3,2,1721.0,1037,684.0,0.721,57,0.727
756488883,Existing Customer,M,2,Uneducated,Single,$80K - $120K,Blue,34,6,2,2,2196.0,1619,577.0,0.6559999999999999,65,0.711
708414033,Existing Customer,M,4,Graduate,Married,$40K - $60K,Blue,38,6,3,3,2845.0,1153,1692.0,0.836,66,0.941
756727233,Existing Customer,M,2,High School,Single,$120K +,Blue,42,3,2,4,21144.0,1190,19954.0,0.5,66,0.784
720379533,Attrited Customer,M,3,Unknown,Unknown,$120K +,Blue,36,1,3,4,3952.0,0,3952.0,0.809,37,0.233
720340383,Existing Customer,F,2,Graduate,Married,Less than $40K,Blue,25,4,2,2,3518.0,2035,1483.0,0.5670000000000001,82,0.6729999999999999
771453033,Existing Customer,M,3,High School,Married,$60K - $80K,Blue,35,5,1,2,17343.0,1280,16063.0,1.314,57,0.629
708747708,Existing Customer,M,3,Graduate,Married,$80K - $120K,Blue,33,4,1,2,3498.0,0,3498.0,1.109,56,0.867
712460433,Existing Customer,M,2,Uneducated,Single,$40K - $60K,Blue,25,4,1,3,9121.0,1426,7695.0,0.6659999999999999,80,0.481
719801508,Existing Customer,M,1,Uneducated,Unknown,$120K +,Blue,23,6,3,3,20230.0,798,19432.0,0.5920000000000001,82,0.708
720983733,Attrited Customer,M,3,Unknown,Single,$60K - $80K,Blue,36,2,3,3,15422.0,864,14558.0,0.578,54,0.8
713657733,Existing Customer,M,4,Unknown,Single,$60K - $80K,Blue,36,5,3,1,9132.0,800,8332.0,0.62,71,0.511
709955958,Existing Customer,F,1,High School,Single,Less than $40K,Blue,33,4,2,0,8054.0,1023,7031.0,0.75,45,0.875
719099583,Attrited Customer,M,3,Graduate,Married,$40K - $60K,Blue,34,3,2,3,1640.0,1444,196.0,0.423,33,0.222
719513733,Existing Customer,M,3,Doctorate,Married,$80K - $120K,Blue,41,3,3,4,8739.0,0,8739.0,0.715,69,0.769
710654808,Attrited Customer,M,4,Graduate,Single,$80K - $120K,Blue,36,3,1,4,1818.0,0,1818.0,0.672,44,0.467
719651358,Existing Customer,F,4,Uneducated,Single,Unknown,Blue,33,3,3,3,24949.0,1749,23200.0,0.626,77,0.54
718917408,Existing Customer,F,3,Graduate,Married,$40K - $60K,Blue,38,4,3,3,3115.0,1136,1979.0,0.499,70,0.4579999999999999
808753758,Existing Customer,M,2,Uneducated,Divorced,$120K +,Blue,47,5,2,2,29695.0,1525,28170.0,0.529,71,0.614
711699183,Existing Customer,M,2,Uneducated,Divorced,$60K - $80K,Blue,50,4,1,2,7261.0,1079,6182.0,1.3119999999999998,58,1.071
711196458,Attrited Customer,F,1,Unknown,Married,Less than $40K,Blue,20,2,2,3,1621.0,580,1041.0,0.421,41,0.171
772565883,Existing Customer,M,0,High School,Single,$80K - $120K,Blue,31,3,5,2,33472.0,2517,30955.0,0.633,70,0.667
717203958,Existing Customer,M,3,Graduate,Married,$40K - $60K,Blue,36,6,3,2,11512.0,988,10524.0,0.569,32,1.133
714933783,Existing Customer,M,2,Graduate,Married,$60K - $80K,Blue,37,5,1,4,8511.0,0,8511.0,0.88,62,0.6759999999999999
717650133,Existing Customer,M,5,Graduate,Single,$60K - $80K,Blue,28,5,1,4,4821.0,1426,3395.0,0.898,58,0.933
708707808,Existing Customer,M,2,Graduate,Unknown,$60K - $80K,Blue,45,4,1,2,2480.0,1584,896.0,0.8740000000000001,66,0.784
717331758,Existing Customer,M,4,Graduate,Married,$120K +,Blue,32,6,3,4,34516.0,2517,31999.0,0.765,83,0.596
801385458,Existing Customer,M,1,Uneducated,Married,$120K +,Blue,46,5,2,4,8596.0,2019,6577.0,0.677,80,0.6
710605458,Existing Customer,M,2,High School,Married,$60K - $80K,Blue,39,6,3,2,7223.0,1963,5260.0,0.852,70,0.8420000000000001
719570733,Existing Customer,M,2,Unknown,Single,$60K - $80K,Blue,39,3,2,3,1629.0,978,651.0,0.552,83,0.6940000000000001
708646233,Existing Customer,F,1,Unknown,Divorced,Unknown,Blue,36,3,2,1,17116.0,1289,15827.0,0.5589999999999999,50,0.923
766006758,Existing Customer,M,1,High School,Married,$60K - $80K,Blue,56,3,2,4,7216.0,2321,4895.0,0.491,38,0.583
710695083,Existing Customer,M,3,College,Single,$60K - $80K,Silver,32,4,1,3,28397.0,1421,26976.0,0.635,31,0.8240000000000001
709224033,Attrited Customer,M,4,Uneducated,Single,$60K - $80K,Blue,43,1,3,2,13720.0,0,13720.0,0.6709999999999999,36,0.241
795991758,Existing Customer,F,3,Unknown,Married,$40K - $60K,Blue,41,5,3,3,7553.0,660,6893.0,0.5489999999999999,67,0.457
709381383,Existing Customer,M,4,Graduate,Married,$60K - $80K,Blue,36,4,6,2,2952.0,2517,435.0,0.809,77,0.51
810321933,Existing Customer,M,3,High School,Unknown,$80K - $120K,Blue,30,5,3,3,11229.0,1054,10175.0,0.552,36,1.571
716235783,Existing Customer,M,3,College,Married,$40K - $60K,Blue,39,3,2,4,7109.0,866,6243.0,0.5720000000000001,75,0.667
758833758,Existing Customer,M,4,Unknown,Married,$40K - $60K,Blue,38,4,3,3,1862.0,845,1017.0,0.604,68,0.889
713579733,Existing Customer,M,2,College,Single,$60K - $80K,Blue,22,5,3,3,4511.0,754,3757.0,0.905,71,0.919
804649833,Existing Customer,M,3,Post-Graduate,Married,$40K - $60K,Blue,29,3,3,4,2533.0,1126,1407.0,0.7879999999999999,74,0.574
780971583,Existing Customer,M,1,Graduate,Divorced,$120K +,Blue,30,6,2,2,2016.0,797,1219.0,1.108,62,0.879
804673308,Attrited Customer,M,5,Uneducated,Married,$40K - $60K,Blue,44,2,3,4,3893.0,0,3893.0,0.662,37,0.947
788747358,Existing Customer,M,0,High School,Divorced,$40K - $60K,Blue,29,5,3,2,5530.0,2034,3496.0,0.647,68,0.7440000000000001
713199558,Existing Customer,F,3,Doctorate,Single,Less than $40K,Blue,44,5,3,2,1737.0,813,924.0,0.7559999999999999,58,0.812
713777883,Existing Customer,F,0,Graduate,Divorced,Unknown,Blue,36,3,3,2,6853.0,1679,5174.0,0.975,52,1.0
771081558,Existing Customer,M,2,High School,Divorced,$120K +,Blue,42,3,2,2,34516.0,1190,33326.0,0.8320000000000001,78,0.733
710229333,Existing Customer,M,2,College,Single,$40K - $60K,Blue,20,6,1,3,11068.0,1254,9814.0,0.418,64,0.6409999999999999
720406233,Existing Customer,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,5546.0,1829,3717.0,0.6729999999999999,46,1.0
767784708,Attrited Customer,M,0,Doctorate,Married,$60K - $80K,Blue,41,2,3,4,7277.0,504,6773.0,0.5820000000000001,40,0.29
712052058,Existing Customer,M,3,Graduate,Single,$40K - $60K,Blue,48,3,3,0,9426.0,1574,7852.0,0.7909999999999999,75,0.531
715278708,Existing Customer,M,2,Unknown,Single,$60K - $80K,Blue,36,5,3,1,1594.0,927,667.0,0.985,65,0.8059999999999999
827049558,Existing Customer,M,2,Graduate,Unknown,$80K - $120K,Blue,43,3,2,2,2158.0,1170,988.0,0.73,89,0.679
710248233,Existing Customer,M,3,College,Single,$40K - $60K,Blue,28,5,2,3,3490.0,1421,2069.0,1.125,80,0.86
712146558,Existing Customer,F,5,Uneducated,Married,Less than $40K,Blue,30,3,2,3,2364.0,1619,745.0,0.585,65,0.711
715179933,Existing Customer,F,2,High School,Married,Unknown,Blue,36,6,2,3,15704.0,0,15704.0,0.924,91,0.685
709215708,Existing Customer,M,2,Post-Graduate,Unknown,$60K - $80K,Blue,36,4,2,5,18253.0,2517,15736.0,0.91,73,0.5870000000000001
710668458,Existing Customer,F,4,Graduate,Married,Less than $40K,Blue,36,5,3,0,3696.0,0,3696.0,0.916,76,0.727
718828083,Existing Customer,M,1,Graduate,Single,$40K - $60K,Blue,43,4,3,3,8748.0,2284,6464.0,0.8390000000000001,73,0.5870000000000001
720781158,Existing Customer,F,2,Uneducated,Divorced,$40K - $60K,Blue,27,4,2,3,5608.0,1243,4365.0,0.497,74,0.396
716938383,Existing Customer,M,4,Unknown,Married,$80K - $120K,Blue,28,3,2,3,34516.0,0,34516.0,0.743,61,0.743
709976358,Existing Customer,F,1,Unknown,Single,Less than $40K,Blue,42,4,3,3,3236.0,0,3236.0,0.797,80,0.7390000000000001
715688958,Existing Customer,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,1,3,2736.0,2043,693.0,0.8009999999999999,84,0.75
721493883,Existing Customer,F,4,Unknown,Single,Less than $40K,Blue,35,5,2,2,5195.0,0,5195.0,1.135,69,0.769
709830783,Existing Customer,M,5,Unknown,Single,$120K +,Silver,36,5,2,2,34516.0,1686,32830.0,0.937,72,0.7559999999999999
715354983,Existing Customer,M,3,Graduate,Married,$40K - $60K,Blue,35,6,3,1,6327.0,0,6327.0,0.6659999999999999,77,0.674
713532858,Existing Customer,M,2,Doctorate,Unknown,$80K - $120K,Blue,36,6,1,2,4728.0,1386,3342.0,0.7559999999999999,70,0.628
721295658,Existing Customer,M,1,Unknown,Single,$80K - $120K,Blue,55,6,1,4,34516.0,2517,31999.0,0.945,63,0.537
720313083,Existing Customer,M,1,Unknown,Single,$120K +,Blue,18,5,3,2,6276.0,2289,3987.0,0.637,68,0.3879999999999999
720724008,Existing Customer,M,2,Graduate,Single,$80K - $120K,Blue,36,4,1,4,13430.0,2356,11074.0,0.718,67,0.675
712828533,Existing Customer,M,1,Graduate,Single,$60K - $80K,Blue,36,3,1,2,2796.0,0,2796.0,0.563,74,0.644
717007458,Existing Customer,M,2,Graduate,Married,$40K - $60K,Blue,38,4,3,3,2457.0,1051,1406.0,0.982,71,0.919
710728458,Existing Customer,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,2,7075.0,1396,5679.0,0.532,75,0.531
717720108,Existing Customer,M,2,Graduate,Married,$80K - $120K,Blue,31,4,2,3,12386.0,980,11406.0,0.6559999999999999,69,0.568
720648483,Existing Customer,M,4,College,Single,$80K - $120K,Blue,31,4,3,2,32210.0,1115,31095.0,0.62,53,0.514
770146008,Existing Customer,M,1,Graduate,Single,$40K - $60K,Blue,53,4,3,2,2136.0,1502,634.0,0.648,37,0.37
714829683,Existing Customer,M,2,Doctorate,Single,$80K - $120K,Blue,36,3,3,3,10851.0,1101,9750.0,0.7020000000000001,65,0.757
717015333,Existing Customer,M,1,Unknown,Divorced,$120K +,Blue,41,6,1,2,2717.0,1953,764.0,0.809,70,0.556
757837458,Existing Customer,F,2,High School,Single,Unknown,Blue,52,4,2,4,3578.0,663,2915.0,0.674,79,0.6459999999999999
719240358,Existing Customer,M,1,Unknown,Single,$60K - $80K,Blue,50,4,3,0,10698.0,1790,8908.0,0.981,67,0.914
719036883,Existing Customer,F,1,Uneducated,Divorced,Less than $40K,Blue,38,3,3,2,4668.0,0,4668.0,0.8959999999999999,77,0.4529999999999999
714000108,Existing Customer,F,3,College,Divorced,Unknown,Blue,36,5,2,4,6772.0,0,6772.0,0.483,66,0.65
720786033,Existing Customer,M,1,College,Single,$80K - $120K,Blue,42,5,2,4,10696.0,1206,9490.0,0.958,38,0.9
708917133,Existing Customer,M,3,High School,Single,$80K - $120K,Blue,35,3,3,4,11851.0,0,11851.0,0.43,73,0.622
818929158,Existing Customer,M,2,Doctorate,Single,$40K - $60K,Blue,31,3,3,2,11558.0,0,11558.0,0.545,53,0.828
709513458,Existing Customer,M,3,High School,Unknown,$60K - $80K,Blue,36,3,2,2,9551.0,1833,7718.0,1.675,52,1.476
717705858,Existing Customer,M,2,High School,Unknown,$80K - $120K,Blue,32,4,3,3,29923.0,0,29923.0,0.937,52,0.7929999999999999
716573058,Attrited Customer,F,3,Doctorate,Unknown,Less than $40K,Blue,36,3,3,4,1438.3,0,1438.3,0.499,40,0.29
827695683,Existing Customer,M,3,Uneducated,Single,$120K +,Blue,36,4,2,5,34516.0,1329,33187.0,0.574,77,0.51
819189108,Existing Customer,M,0,College,Single,$80K - $120K,Blue,56,6,2,2,9033.0,0,9033.0,0.78,85,0.635
716977758,Attrited Customer,F,3,Uneducated,Married,Less than $40K,Blue,36,2,3,1,3675.0,2517,1158.0,0.7659999999999999,35,0.667
714901383,Existing Customer,M,2,High School,Married,$80K - $120K,Blue,38,6,3,3,9183.0,2191,6992.0,0.5820000000000001,69,0.643
718500633,Existing Customer,F,4,Unknown,Married,Less than $40K,Blue,36,5,1,1,7924.0,1896,6028.0,1.161,58,0.933
713516433,Existing Customer,F,3,College,Single,Less than $40K,Blue,36,6,1,0,5383.0,737,4646.0,0.956,80,0.633
715140933,Existing Customer,F,3,Graduate,Single,$40K - $60K,Silver,39,5,2,4,21425.0,1459,19966.0,1.061,60,0.5379999999999999
712642533,Existing Customer,M,3,Unknown,Unknown,$80K - $120K,Blue,26,6,1,3,32866.0,2098,30768.0,0.5489999999999999,76,0.6890000000000001
721498008,Existing Customer,F,3,Uneducated,Single,Less than $40K,Blue,35,5,2,2,1438.3,0,1438.3,0.978,57,0.7809999999999999
717189183,Existing Customer,M,1,Doctorate,Single,$40K - $60K,Blue,24,6,3,2,10467.0,1961,8506.0,0.713,65,0.667
708902883,Existing Customer,M,2,Graduate,Single,$120K +,Blue,36,5,2,2,12856.0,0,12856.0,0.51,61,0.564
817889583,Attrited Customer,F,0,Graduate,Single,$40K - $60K,Blue,56,3,3,4,9721.0,0,9721.0,0.826,46,1.0
717242058,Attrited Customer,F,5,Graduate,Married,Less than $40K,Blue,39,2,3,4,3981.0,0,3981.0,0.764,42,0.355
715628733,Existing Customer,F,4,Unknown,Single,Less than $40K,Blue,36,6,3,4,7587.0,0,7587.0,0.82,59,0.8440000000000001
716613933,Existing Customer,F,3,High School,Single,$40K - $60K,Blue,36,6,5,2,3417.0,1482,1935.0,0.705,60,0.818
712709508,Existing Customer,F,2,Unknown,Single,Unknown,Blue,40,3,3,4,8012.0,0,8012.0,0.596,63,0.8
716306583,Attrited Customer,M,0,Graduate,Single,Less than $40K,Blue,36,3,3,5,3812.0,2517,1295.0,0.586,45,0.731
720026058,Existing Customer,M,3,Graduate,Married,$80K - $120K,Blue,36,6,1,3,21378.0,1284,20094.0,1.101,64,0.684
756397458,Existing Customer,F,1,Graduate,Single,Less than $40K,Silver,47,6,3,4,12873.0,0,12873.0,1.005,70,0.8420000000000001
712644483,Existing Customer,M,3,High School,Single,$60K - $80K,Blue,39,5,3,1,20229.0,1217,19012.0,0.741,62,0.55
814489683,Existing Customer,F,2,Unknown,Single,Less than $40K,Blue,29,3,1,0,5387.0,795,4592.0,0.8370000000000001,59,1.034
789111483,Existing Customer,M,3,Graduate,Unknown,$80K - $120K,Blue,34,5,3,4,16546.0,1850,14696.0,0.7290000000000001,75,0.562
709573533,Existing Customer,M,3,Uneducated,Married,$40K - $60K,Blue,34,5,1,2,11191.0,0,11191.0,0.58,71,0.775
807137808,Existing Customer,M,3,High School,Divorced,$60K - $80K,Blue,40,4,1,2,17576.0,0,17576.0,0.667,67,0.718
711861258,Existing Customer,F,1,Uneducated,Single,Less than $40K,Blue,36,3,2,3,4182.0,0,4182.0,0.691,57,0.629
716660583,Existing Customer,M,0,Graduate,Single,$40K - $60K,Blue,37,4,5,2,10271.0,1746,8525.0,0.6609999999999999,72,0.6
717222033,Existing Customer,F,3,Unknown,Single,Less than $40K,Blue,28,3,1,4,1647.0,1198,449.0,0.76,76,0.81
716617608,Existing Customer,F,1,High School,Single,Less than $40K,Blue,36,6,3,3,1560.0,995,565.0,0.615,58,0.657
716786808,Existing Customer,M,5,Post-Graduate,Single,$60K - $80K,Blue,30,3,2,2,1659.0,0,1659.0,0.585,66,0.6920000000000001
718882008,Existing Customer,M,1,High School,Single,$120K +,Blue,27,6,2,2,22487.0,889,21598.0,0.528,73,0.46
770975133,Existing Customer,M,0,Graduate,Unknown,Less than $40K,Blue,23,5,2,4,5403.0,1854,3549.0,0.7120000000000001,74,0.542
715234008,Existing Customer,F,1,High School,Single,$40K - $60K,Blue,36,6,3,3,4717.0,1590,3127.0,0.802,67,0.595
709326183,Existing Customer,M,2,High School,Single,$60K - $80K,Blue,40,6,2,2,5180.0,1211,3969.0,0.809,74,0.85
721233033,Attrited Customer,M,2,High School,Single,$80K - $120K,Blue,38,1,2,3,4915.0,464,4451.0,0.242,36,0.091
712319958,Existing Customer,M,4,High School,Married,$80K - $120K,Blue,29,4,2,1,12154.0,2517,9637.0,0.8640000000000001,71,0.775
712198983,Existing Customer,M,4,Graduate,Married,$60K - $80K,Blue,36,3,3,3,3258.0,0,3258.0,0.784,67,0.489
772103208,Existing Customer,F,5,High School,Unknown,Unknown,Blue,33,4,3,2,13349.0,0,13349.0,0.882,78,0.902
779502333,Attrited Customer,M,4,Graduate,Single,$120K +,Silver,32,5,3,2,34516.0,0,34516.0,0.321,37,0.276
718737708,Existing Customer,M,4,Graduate,Single,$80K - $120K,Blue,33,3,5,3,31458.0,1202,30256.0,0.6729999999999999,66,0.61
821351958,Existing Customer,F,4,College,Married,Less than $40K,Blue,36,6,1,2,1438.3,0,1438.3,0.785,54,1.0
716142858,Existing Customer,F,4,Uneducated,Married,Less than $40K,Silver,36,3,1,4,10961.0,1391,9570.0,0.662,77,0.75
826079508,Existing Customer,M,2,Unknown,Unknown,$60K - $80K,Blue,44,4,3,3,8904.0,1886,7018.0,0.945,65,0.757
773236983,Existing Customer,M,4,High School,Married,$40K - $60K,Blue,40,4,2,3,2498.0,2258,240.0,0.992,29,0.706
826717533,Existing Customer,M,3,Graduate,Unknown,$80K - $120K,Blue,38,6,1,1,16105.0,724,15381.0,0.949,76,0.767
789334458,Existing Customer,F,3,Graduate,Unknown,Unknown,Silver,33,3,1,3,34516.0,1858,32658.0,0.622,67,0.523
814092858,Existing Customer,F,3,Graduate,Unknown,Unknown,Blue,44,5,2,1,2222.0,694,1528.0,0.903,65,0.711
708355683,Existing Customer,F,4,Graduate,Married,Unknown,Blue,38,3,2,3,16815.0,0,16815.0,0.938,65,0.512
803124408,Attrited Customer,F,3,Unknown,Married,Unknown,Blue,35,2,3,5,11538.0,0,11538.0,0.507,53,0.432
789964983,Attrited Customer,M,2,Graduate,Divorced,$40K - $60K,Blue,36,2,2,4,9569.0,0,9569.0,0.598,35,0.25
720303933,Existing Customer,M,2,Graduate,Married,$80K - $120K,Blue,36,6,1,3,3340.0,1282,2058.0,0.7240000000000001,82,0.547
708665133,Existing Customer,M,2,Graduate,Married,$80K - $120K,Blue,28,6,2,3,3654.0,1172,2482.0,0.938,67,0.595
